Volume Fraction,Matrix Material,Fibre Material,Matrix Density (kg/m^3),Matrix Elastic Modulus (MPa),Matrix Poisson's Ratio,Matrix Yield Strength (MPa),Fibre Density (kg/m^3),Fibre Elastic Modulus (MPa),Fibre Poisson Ratio,Strain Rate,Fibre Diameter,Fibre Type,Mesh Size, Composite Ultimate Strength (MPa)
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,9.41,1,6,51.1538
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,9.41,1,6,52.1946
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,9.41,1,6,53.0079
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,9.41,1,6,51.0891
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,9.41,1,6,52.1206
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,9.41,1,6,52.9345
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,10.3,1,6,53.0738
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,10.3,1,6,54.0427
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,10.3,1,6,54.7576
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,10.3,1,6,52.9566
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,10.3,1,6,53.9379
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,10.3,1,6,54.6679
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,10.3,1,6,53.0353
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,10.3,1,6,54.0118
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,10.3,1,6,54.7329
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,10.3,1,6,52.9736
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,10.3,1,6,53.9546
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,10.3,1,6,54.6834
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,11.13,1,6,59.9135
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,11.13,1,6,60.9267
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,11.13,1,6,61.7721
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,11.13,1,6,59.8121
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,11.13,1,6,60.8584
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,11.13,1,6,61.7215
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,11.13,1,6,59.8828
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,11.13,1,6,60.9090
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,11.13,1,6,61.7596
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,11.13,1,6,59.8270
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,11.13,1,6,60.8701
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,11.13,1,6,61.7310
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,11.9,1,6,66.9095
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,11.9,1,6,68.3395
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,11.9,1,6,69.5052
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,11.9,1,6,66.7662
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,11.9,1,6,68.2527
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,11.9,1,6,69.4445
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,11.9,1,6,66.8678
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,11.9,1,6,68.3181
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,11.9,1,6,69.4897
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,11.9,1,6,66.7879
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,11.9,1,6,68.2688
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,11.9,1,6,69.4561
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,12.62,1,6,73.3504
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,12.62,1,6,75.3639
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,12.62,1,6,77.0008
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,12.62,1,6,73.1684
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,12.62,1,6,75.2483
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,12.62,1,6,76.9160
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,12.62,1,6,73.2974
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,12.62,1,6,75.3343
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,12.62,1,6,76.9783
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,12.62,1,6,73.1966
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,12.62,1,6,75.2691
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,12.62,1,6,76.9316
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,13.3,1,6,71.6977
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,13.3,1,6,73.2277
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,13.3,1,6,74.3753
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,13.3,1,6,71.5973
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,13.3,1,6,73.1732
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,13.3,1,6,74.3314
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,13.3,1,6,71.6698
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,13.3,1,6,73.2123
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,13.3,1,6,74.4054
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,13.3,1,6,71.6155
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,13.3,1,6,73.1832
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,13.3,1,6,74.3831
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,10.98,2,6,40.8825
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,10.98,2,6,40.8786
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,10.98,2,6,40.8816
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,10.98,2,6,40.8793
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,13.85,2,6,42.2842
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,13.85,2,6,42.2798
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,13.85,2,6,42.2830
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,13.85,2,6,42.2806
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,15.84,2,6,43.1805
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,15.84,2,6,43.1763
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,15.84,2,6,43.1794
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,15.84,2,6,43.1771
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,17.44,2,6,46.6221
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,17.44,2,6,46.5595
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,17.44,2,6,46.6061
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,17.44,2,6,46.5690
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,18.79,2,6,48.6099
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,18.79,2,6,48.5908
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,18.79,2,6,48.6048
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,18.79,2,6,48.5943
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,19.96,2,6,56.3568
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,19.96,2,6,55.9352
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,19.96,2,6,56.2557
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,19.96,2,6,56.0025
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,21.02,2,6,54.8064
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,21.02,2,6,54.7692
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,21.02,2,6,54.7965
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,21.02,2,6,54.7760
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,21.98,2,6,60.1219
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,21.98,2,6,60.0496
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,21.98,2,6,60.1033
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,21.98,2,6,60.0627
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,22.86,2,6,76.4472
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,22.86,2,6,75.8793
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,22.86,2,6,76.3175
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,22.86,2,6,75.9770
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,23.67,2,6,127.8745
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,23.67,2,6,117.7802
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,23.67,2,6,125.9525
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,23.67,2,6,119.2782
