Volume Fraction,Matrix Material,Fibre Material,Matrix Density (kg/m^3),Matrix Elastic Modulus (MPa),Matrix Poisson's Ratio,Matrix Yield Strength (MPa),Fibre Density (kg/m^3),Fibre Elastic Modulus (MPa),Fibre Poisson Ratio,Strain Rate,Fibre Diameter,Fibre Type,Mesh Size,Composite Yield Strength (Mpa)
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,10.3,1,6,42.1500
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,10.3,1,6,45.8400
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,10.3,1,6,44.8500
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,10.3,1,6,41.9660
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,10.3,1,6,45.8090
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,10.3,1,6,45.4660
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,10.3,1,6,42.0950
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,11.13,1,6,50.7080
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,11.13,1,6,50.3050
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,11.13,1,6,48.1600
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,11.13,1,6,50.6550
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,11.13,1,6,49.7330
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,11.13,1,6,46.1500
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,11.13,1,6,50.6920
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,11.13,1,6,50.1000
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,11.13,1,6,46.5050
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,11.13,1,6,50.6660
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,11.13,1,6,49.8330
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,11.13,1,6,46.2150
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,11.9,1,6,54.7500
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,11.9,1,6,54.9660
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,11.9,1,6,52.0660
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,11.9,1,6,54.4000
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,11.9,1,6,54.3150
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,11.9,1,6,50.9500
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,11.9,1,6,54.6020
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,11.9,1,6,54.7400
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,11.9,1,6,51.6800
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,11.9,1,6,54.4600
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,11.9,1,6,54.4400
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,11.9,1,6,51.1400
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,12.62,1,6,58.7000
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,12.62,1,6,58.0450
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,12.62,1,6,59.2070
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,12.62,1,6,58.2400
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,12.62,1,6,58.4830
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,12.62,1,6,57.3050
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,12.62,1,6,58.5150
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,12.62,1,6,58.6050
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,12.62,1,6,57.8920
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,12.62,1,6,58.4030
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,12.62,1,6,58.5330
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,12.62,1,6,57.4850
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,13.3,1,6,57.4900
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,13.3,1,6,56.8050
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,13.3,1,6,57.5600
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,13.3,1,6,57.1750
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,13.3,1,6,57.1950
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,13.3,1,6,57.2850
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,13.3,1,6,57.3850
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,13.3,1,6,56.6660
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,13.3,1,6,57.4500
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,13.3,1,6,57.2100
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,13.3,1,6,56.7330
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,13.3,1,6,57.3550
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,10.98,2,6,39.5330
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,10.98,2,6,39.5900
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,10.98,2,6,39.5280
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,10.98,2,6,39.5700
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,13.85,2,6,38.0250
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,13.85,2,6,38.3080
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,13.85,2,6,38.1050
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,13.85,2,6,38.2250
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,15.84,2,6,36.8150
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,15.84,2,6,37.2000
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,15.84,2,6,36.9250
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,15.84,2,6,37.0500
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,17.44,2,6,38.0660
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,17.44,2,6,38.4330
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,17.44,2,6,38.0250
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,17.44,2,6,38.1850
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,18.79,2,6,37.9900
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,18.79,2,6,38.5330
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,18.79,2,6,38.1330
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,18.79,2,6,38.4450
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,19.96,2,6,41.6500
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,19.96,2,6,42.0450
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,19.96,2,6,41.7600
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,19.96,2,6,41.9750
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,21.02,2,6,41.0150
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,21.02,2,6,41.5100
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,21.02,2,6,41.1450
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,21.02,2,6,41.4350
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,21.98,2,6,43.0450
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,21.98,2,6,43.4500
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,21.98,2,6,43.4150
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,21.98,2,6,43.6850
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,22.86,2,6,48.8330
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,22.86,2,6,48.6500
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,22.86,2,6,48.7700
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,22.86,2,6,48.6850
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,23.67,2,6,61.9950
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,23.67,2,6,57.7000
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,23.67,2,6,60.5750
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,23.67,2,6,58.0450
