Volume Fraction,Matrix Density,Matrix Elastic Modulus,Matrix Poisson's Ratio,Matrix Yield Strength,Matrix Hardening Parameter,Temperature,Fiber Density,Fiber Elastic Modulus 1,Fiber Elastic Modulus 2,Fiber Elastic Modulus 3,Fiber Poisson 1,Fiber Poisson 2,Fiber Poisson 3,Fiber Shear 1,Fiber Shear 2,Fiber Shear 3,Resilience
0.28,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.639383641
0.29,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.567840461
0.3,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.515864088
0.31,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.511958532
0.32,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.499957745
0.33,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.48052141
0.34,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.609855469
0.35,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.35923406
0.36,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.502170031
0.37,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.319153802
0.38,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.437170076
0.39,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.303196761
0.4,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.288917811
0.41,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.293749325
0.42,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.374612785
0.43,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.17379731
0.44,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.255662115
0.45,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.23972683
0.46,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.188890551
0.47,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.14966331
0.48,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.133295155
0.49,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.1836879
0.5,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.062283444
0.01,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2.365799098
0.02,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2.335583188
0.03,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2.257201671
0.04,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2.192879756
0.05,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2.170599195
0.06,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2.016505981
0.07,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.963345012
0.08,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.885039273
0.09,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.829795841
0.1,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.77964158
0.11,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.662897068
0.12,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.716091931
0.13,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.635360739
0.14,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.621049006
0.15,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.521234416
0.16,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.465867023
0.17,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.375868306
0.18,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.452475057
0.19,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.399854478
0.2,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.39318762
0.21,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.408828702
0.22,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.34715863
0.23,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.312684726
0.24,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.295873419
0.25,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.290578738
0.26,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.184278353
0.27,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.273624903
0.28,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.205344482
0.29,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.176569189
0.3,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.152276962
0.31,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.147610001
0.32,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.157331299
0.33,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.086408177
0.34,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.138506424
0.35,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.025747753
0.36,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.094688054
0.37,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.020071769
0.38,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.039992584
0.39,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.962109986
0.4,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.993579798
0.41,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.96167435
0.42,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.978844404
0.43,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.922002777
0.44,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.938643585
0.45,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.909228155
0.46,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.845312504
0.47,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.840221549
0.48,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.823282788
0.49,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.882026105
0.5,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.798406431
0.01,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2.108969353
0.02,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2.076390697
0.03,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.999964287
0.04,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.932795893
0.05,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.921878524
0.06,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.800294411
0.07,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.769000026
0.08,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.68375658
0.09,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.638099945
0.1,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.603784091
0.11,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.528831866
0.12,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.523669245
0.13,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.452235115
0.14,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.484344006
0.15,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.36453219
0.16,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.352653612
0.17,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.233251469
0.18,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.307073698
0.19,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.252202299
0.2,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.250656841
0.21,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.288662747
0.22,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.199075534
0.23,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.166803903
0.24,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.1579036
0.25,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.144349847
0.26,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.115258975
0.27,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.160323303
0.28,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.113672703
0.29,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.063858524
0.3,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.040609098
0.31,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.022360441
0.32,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.020543262
0.33,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.989423832
0.34,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.058920262
0.35,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.904986676
0.36,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.999596451
0.37,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.934526107
0.38,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.970180174
0.39,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.863380399
0.4,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.87368968
0.41,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.857617679
0.42,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.88865213
0.43,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.805134714
0.44,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.786853014
0.45,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.830227981
0.46,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.765396762
0.47,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.771462708
0.48,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.767547966
0.49,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.791460165
0.5,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.73812574
0.01,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.541265589
0.02,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.530940145
0.03,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.511101279
0.04,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.459956806
0.05,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.459602639
0.06,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.354285938
0.07,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.322788254
0.08,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.274868196
0.09,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.247532834
0.1,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.181305493
0.11,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.164014202
0.12,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.174129303
0.13,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.125023285
0.14,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.103387927
0.15,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.040468505
0.16,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.047644629
0.17,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.939968242
0.18,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1.016867248
0.19,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.972265747
0.2,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.958994373
0.21,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.978825728
0.22,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.923572063
0.23,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.898323711
0.24,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.887991474
0.25,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.892304296
0.26,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.844983268
0.27,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.893837441
0.28,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.836272581
0.29,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.822333626
0.3,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.79094453
0.31,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.79655056
0.32,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.777983625
0.33,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.730088734
0.34,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.791925275
0.35,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.70337287
0.36,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.751766698
0.37,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.684809784
0.38,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.735213335
0.39,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.668119824
0.4,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.678025055
0.41,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.65903304
0.42,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.702816342
0.43,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.608141446
0.44,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.62598985
0.45,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.623085794
0.46,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.593174583
0.47,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.599847433
0.48,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.575716742
0.49,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.590663158
0.5,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,0.552994055
0.01,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5.299289782
0.02,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4.893040752
0.03,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4.845675403
0.04,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4.514359378
0.05,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4.509202953
0.06,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4.037847247
0.07,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3.961469993
0.08,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3.769928784
0.09,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3.548056171
0.1,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3.288190236
0.11,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3.05674615
0.12,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.880300909
0.13,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.812227231
0.14,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.754564284
0.15,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.65168598
0.16,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.895405952
0.17,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.801156461
0.18,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3.04690491
0.19,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.962134724
0.2,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.906134207
0.21,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.955452001
0.22,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.807128454
0.23,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.742738724
0.24,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.67476335
0.25,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.683591635
0.26,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.594721631
0.27,1200,1186.206897,0.37,89.655172,0.22999764,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2.685548473
