Volume Fraction,Matrix Material,Fibre Material,Matrix Density,Matrix Elastic Modulus,Matrix Poisson's Ratio,Matrix Yield Strength,Fibre Density,Fibre Elastic Modulus,Fibre Poisson Ratio,Strain Rate,Fibre Diameter,Fibre Type,Composite Elastic Modulus
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,11.13,1,4729.4664
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,11.13,1,4727.8103
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,11.9,1,5733.6096
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,11.9,1,5733.6096
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,11.9,1,5666.5196
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,11.9,1,5423.435
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,11.9,1,5423.435
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,11.9,1,5401.7803
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,11.9,1,5631.5891
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,11.9,1,5631.5891
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,11.9,1,5581.7343
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,11.9,1,5477.8423
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,11.9,1,5477.8423
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,11.9,1,5450.3727
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,12.62,1,6854.755
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,12.62,1,6854.7546
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,12.62,1,6558.2233
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,12.62,1,6398.192
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,12.62,1,6398.192
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,12.62,1,6398.1925
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,12.62,1,6707.197
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,12.62,1,6707.197
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,12.62,1,6707.1976
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,12.62,1,6477.1318
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,12.62,1,6477.1318
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,12.62,1,6477.132
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,13.3,1,7683.497
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,13.3,1,7660.4119
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,13.3,1,7679.6594
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,13.3,1,7069.7556
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,13.3,1,7067.0162
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,13.3,1,7069.4836
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,13.3,1,7491.599
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,13.3,1,7491.599
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,13.3,1,7489.621
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,13.3,1,7173.2912
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,13.3,1,7173.2912
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,13.3,1,7172.844
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,10.98,2,2125.503
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,10.98,2,2114.2328
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,10.98,2,2122.1142
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,10.98,2,2116.0999
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,13.85,2,2426.4434
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,13.85,2,2401.0465
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,13.85,2,2418.8248
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,13.85,2,2405.581
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,15.84,2,2736.7268
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,15.84,2,2695.8933
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,15.84,2,2724.5999
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,15.84,2,2703.1837
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,17.44,2,3375.9468
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,17.44,2,3239.2951
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,17.44,2,3335.6585
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,17.44,2,3259.9822
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,18.79,2,3810.283
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,18.79,2,3666.9794
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,18.79,2,3768.687
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,18.79,2,3691.5465
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,19.96,2,4761.9329
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,19.96,2,4423.4143
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,19.96,2,4666.8127
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,19.96,2,4475.6743
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,21.02,2,5291.3701
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,21.02,2,4972.4352
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,21.02,2,5200.5365
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,21.02,2,5026.7082
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,21.98,2,6377.3167
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,21.98,2,5911.8911
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,21.98,2,6244.7426
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,21.98,2,5990.6864
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,22.86,2,8262.231
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,22.86,2,7396.8019
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,22.86,2,8023.1183
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,22.86,2,7537.2075
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,23.67,2,11558.3798
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,23.67,2,9643.6198
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,23.67,2,10968.0047
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,23.67,2,9903.858
