Volume Fraction,Matrix Material,Fibre Material,Matrix Density (kg/m^3),Matrix Elastic Modulus (MPa),Matrix Poisson's Ratio,Matrix Yield Strength (MPa),Fibre Density (kg/m^3),Fibre Elastic Modulus (MPa),Fibre Poisson Ratio,Strain Rate,Fibre Diameter,Fibre Type,Mesh Size,Composite Elastic Modulus (MPa)
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,9.41,1,6,3559.4568
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,9.41,1,6,3637.6170
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,9.41,1,6,3637.6170
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,9.41,1,6,3637.6170
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,9.41,1,6,3580.4375
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,9.41,1,6,3580.4375
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,9.41,1,6,3580.4375
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,10.3,1,6,4062.4790
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,10.3,1,6,4062.4790
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,10.3,1,6,4062.4783
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,10.3,1,6,3914.1032
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,10.3,1,6,3914.1032
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,10.3,1,6,3914.1031
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,10.3,1,6,4012.6333
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,10.3,1,6,4012.6333
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,10.3,1,6,4012.6334
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,10.3,1,6,3940.4342
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,10.3,1,6,3940.4342
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,10.3,1,6,3940.4341
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,11.13,1,6,4911.5490
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,11.13,1,6,4911.5490
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,11.13,1,6,4907.0748
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,11.13,1,6,4690.3227
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,11.13,1,6,4690.3227
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,11.13,1,6,4689.0982
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,11.13,1,6,4837.9806
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,11.13,1,6,4837.9806
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,11.13,1,6,4834.8371
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,11.13,1,6,4729.4664
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,11.13,1,6,4729.4664
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,11.13,1,6,4727.8103
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,11.9,1,6,5733.6096
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,11.9,1,6,5733.6096
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,11.9,1,6,5666.5196
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,11.9,1,6,5423.4350
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,11.9,1,6,5423.4350
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,11.9,1,6,5401.7803
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,11.9,1,6,5631.5891
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,11.9,1,6,5631.5891
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,11.9,1,6,5581.7343
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,11.9,1,6,5477.8423
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,11.9,1,6,5477.8423
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,11.9,1,6,5450.3727
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,12.62,1,6,6854.7550
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,12.62,1,6,6854.7546
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,12.62,1,6,6558.2233
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,12.62,1,6,6398.1920
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,12.62,1,6,6398.1920
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,12.62,1,6,6398.1925
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,12.62,1,6,6707.1970
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,12.62,1,6,6707.1970
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,12.62,1,6,6707.1976
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,12.62,1,6,6477.1318
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,12.62,1,6,6477.1318
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,12.62,1,6,6477.1320
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,13.3,1,6,7683.4970
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,13.3,1,6,7660.4119
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,13.3,1,6,7679.6594
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,13.3,1,6,7069.7556
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,13.3,1,6,7067.0162
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,13.3,1,6,7069.4836
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,13.3,1,6,7491.5990
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,13.3,1,6,7491.5990
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,13.3,1,6,7489.6210
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,13.3,1,6,7173.2912
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,13.3,1,6,7173.2912
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,13.3,1,6,7172.8440
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,10.98,2,6,2125.5030
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,10.98,2,6,2114.2328
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,10.98,2,6,2122.1142
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,10.98,2,6,2116.0999
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,13.85,2,6,2426.4434
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,13.85,2,6,2401.0465
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,13.85,2,6,2418.8248
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,13.85,2,6,2405.5810
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,15.84,2,6,2736.7268
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,15.84,2,6,2695.8933
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,15.84,2,6,2724.5999
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,15.84,2,6,2703.1837
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,17.44,2,6,3375.9468
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,17.44,2,6,3239.2951
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,17.44,2,6,3335.6585
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,17.44,2,6,3259.9822
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,18.79,2,6,3810.2830
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,18.79,2,6,3666.9794
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,18.79,2,6,3768.6870
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,18.79,2,6,3691.5465
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,19.96,2,6,4761.9329
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,19.96,2,6,4423.4143
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,19.96,2,6,4666.8127
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,19.96,2,6,4475.6743
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,21.02,2,6,5291.3701
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,21.02,2,6,4972.4352
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,21.02,2,6,5200.5365
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,21.02,2,6,5026.7082
0.4,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,21.98,2,6,6377.3167
0.4,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,21.98,2,6,5911.8911
0.4,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,21.98,2,6,6244.7426
0.4,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,21.98,2,6,5990.6864
0.45,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,22.86,2,6,8262.2310
0.45,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,22.86,2,6,7396.8019
0.45,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,22.86,2,6,8023.1183
0.45,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,22.86,2,6,7537.2075
0.5,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,23.67,2,6,11558.3798
0.5,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,23.67,2,6,9643.6198
0.5,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,23.67,2,6,10968.0047
0.5,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,23.67,2,6,9903.8580
